id,name,now_cost,position,team,total_points,expected_goals_conceded_per_90,expected_goals_conceded,form,team_join_date,transfers_in,goals_conceded,saves_per_90,minutes,now_cost_rank_type,value_season,mng_underdog_draw,goals_conceded_per_90,penalties_missed,creativity,selected_rank,ict_index_rank_type,transfers_out_event,mng_clean_sheets,birth_date,starts,mng_goals_scored,penalties_saved,expected_goals,expected_assists_per_90,creativity_rank,mng_win,news_added,saves,clean_sheets,own_goals,bonus,chance_of_playing_next_round,ep_this,points_per_game_rank_type,ict_index,transfers_out,opta_code,direct_freekicks_order,clean_sheets_per_90,can_select,selected_by_percent,mng_underdog_win,corners_and_indirect_freekicks_order,cost_change_start_fall,dreamteam_count,points_per_game_rank,assists,expected_goal_involvements,event_points,points_per_game,yellow_cards,cost_change_event_fall,mng_draw,starts_per_90,threat_rank,cost_change_event,bps,selected_rank_type,influence_rank,penalties_order,in_dreamteam,red_cards,region,threat_rank_type,cost_change_start,value_form,chance_of_playing_this_round,form_rank,transfers_in_event,influence,web_name,news,mng_loss,creativity_rank_type,expected_goals_per_90,now_cost_rank,form_rank_type,ict_index_rank,influence_rank_type,ep_next,goals_scored,expected_goal_involvements_per_90,expected_assists,status,threat
440,Andrew Omobamidele,42,DEF,Nott'm Forest,0,0.0,0.00,0.0,2023-09-01,1747,0,0.0,0,157,0.0,0,0.0,0,0.0,570,251,0,0,,0,0,0,0.00,0.0,651,0,2025-01-27T09:57:41.248653Z,0,0,0,0,0.0,0.0,251,0.0,6718,p466404,,0.0,False,0.0,0,,3,0,668,0,0.00,0,0.0,0,0,0,0.0,618,0,0,199,660,,False,0,104.0,244,-3,0.0,0.0,559,0,0.0,Omobamidele,Loaned to Strasbourg,0,250,0.0,623,222,660,251,0.0,0,0.0,0.00,u,0.0
441,Jonathan Panzo,40,DEF,Nott'm Forest,0,0.0,0.00,0.0,,0,0,0.0,0,172,0.0,0,0.0,0,0.0,793,202,0,0,,0,0,0,0.00,0.0,578,0,2024-07-18T09:44:17.568948Z,0,0,0,0,0.0,0.0,203,0.0,140,p209035,,0.0,False,0.0,0,,0,0,603,0,0.00,0,0.0,0,0,0,0.0,539,0,0,266,594,,False,0,,190,0,0.0,0.0,472,0,0.0,Panzo,On a season long loan to Rio Ave,0,200,0.0,650,157,594,202,0.0,0,0.0,0.00,u,0.0
442,Ibrahim Sangaré,43,MID,Nott'm Forest,16,1.27,6.24,0.8,2023-09-01,336384,4,0.0,443,339,3.7,0,0.81,0,55.1,185,195,163,0,1997-12-02,5,0,0,0.02,0.02,351,0,2024-09-12T15:00:06.800627Z,0,1,0,0,100.0,1.8,175,16.2,436815,p210462,,0.2,True,1.2,0,,2,0,373,1,0.14,2,1.5,3,0,0,1.02,392,0,85,62,395,,False,0,54.0,208,-2,0.2,100.0,298,112,86.4,Sangaré,,0,196,0.0,571,142,399,185,1.3,0,0.02,0.12,a,21.0
443,Matz Sels,52,GKP,Nott'm Forest,145,1.33,47.59,1.8,2024-02-01,3510215,43,3.15,3229,4,27.9,0,1.2,0,10.1,14,5,2699,0,1992-02-26,36,0,0,0.00,0.0,455,0,2024-10-12T11:00:07.468908Z,113,13,0,11,100.0,2.8,7,88.0,1383898,p85633,,0.36,True,21.1,0,,-7,3,43,1,0.08,2,4.0,4,0,0,1.0,783,0,498,2,16,,True,0,21.0,78,7,0.3,100.0,203,2164,865.8,Sels,,0,13,0.0,161,16,163,5,2.3,0,0.0,0.08,a,0.0
444,Harry Toffolo,42,DEF,Nott'm Forest,4,1.92,2.88,0.2,2022-07-20,3214,2,0.0,135,143,1.0,0,1.33,0,4.1,538,168,6,0,1995-08-19,1,0,0,0.02,0.01,473,0,,0,0,0,0,,1.2,168,5.1,8130,p114241,,0.0,True,0.1,0,,3,0,466,0,0.03,0,1.0,1,0,0,0.67,441,0,18,188,443,,False,0,241.0,161,-3,0.0,,391,6,40.2,Toffolo,,0,166,0.01,609,124,475,163,0.7,0,0.02,0.01,a,6.0
446,Hwang Ui-jo,45,FWD,Nott'm Forest,0,0.0,0.00,0.0,,317328,0,0.0,0,65,0.0,0,0.0,0,0.0,232,61,19,0,,0,0,0,0.00,0.0,683,0,2024-09-10T11:39:20.038647Z,0,0,0,0,0.0,0.0,66,0.0,410043,p201440,,0.0,False,0.8,0,,0,0,692,0,0.00,0,0.0,0,0,0,0.0,663,0,0,40,687,,False,0,114.0,61,0,0.0,0.0,614,0,0.0,Ui-jo,Transferred to Alanyaspor,0,60,0.0,374,50,687,61,0.0,0,0.0,0.00,u,0.0
447,Chris Wood,71,FWD,Nott'm Forest,194,1.24,38.06,4.0,2023-07-01,9551212,34,0.0,2767,11,27.3,0,1.11,0,277.6,6,7,5689,0,1991-12-07,33,0,0,12.26,0.05,148,0,2025-03-24T12:00:09.547312Z,0,15,0,39,100.0,5.0,3,189.3,6799543,p60689,,0.49,True,31.5,0,,-11,5,7,3,13.72,6,5.7,1,0,0,1.07,18,0,746,2,24,1.0,True,0,154.0,9,11,0.6,100.0,60,9205,799.0,Wood,,0,15,0.4,26,5,28,4,4.5,20,0.45,1.46,a,815.0
448,Joe Worrall,45,DEF,Nott'm Forest,0,0.0,0.00,0.0,,71,0,0.0,0,61,0.0,0,0.0,0,0.0,662,262,0,0,,0,0,0,0.00,0.0,686,0,2024-08-26T10:09:19.430328Z,0,0,0,0,0.0,0.0,261,0.0,5355,p208912,,0.0,False,0.0,0,,0,0,695,0,0.00,0,0.0,0,0,0,0.0,666,0,0,223,690,,False,0,,259,0,0.0,0.0,617,0,0.0,Worrall,Transferred to Burnley,0,261,0.0,377,247,690,262,0.0,0,0.0,0.00,u,0.0
449,Ryan Yates,48,MID,Nott'm Forest,65,1.32,27.48,0.8,2018-08-01,61630,26,0.0,1867,193,13.5,0,1.25,0,229.4,425,95,9,0,1997-11-21,18,0,0,2.36,0.02,178,0,2024-12-27T00:30:09.776071Z,0,6,0,3,100.0,1.8,128,82.7,68159,p204968,,0.29,True,0.1,0,,2,0,290,2,2.82,1,2.0,10,0,0,0.87,123,0,300,146,204,,False,0,241.0,80,-2,0.2,100.0,307,6,333.6,Yates,,0,123,0.11,294,147,179,89,1.3,2,0.13,0.46,a,261.0
573,Nikola Milenković,52,DEF,Nott'm Forest,136,1.33,46.37,1.8,2024-07-18,2983250,42,0.0,3139,22,26.2,0,1.2,0,96.3,16,24,2989,0,1997-10-12,35,0,0,3.63,0.02,292,0,,0,13,0,2,,2.8,6,113.1,930889,p227444,,0.37,True,18.6,0,,-7,1,52,2,4.31,2,3.9,4,0,0,1.0,102,0,470,5,39,,False,0,190.0,5,7,0.3,,205,2765,721.2,Milenković,,0,86,0.1,170,60,111,15,2.3,4,0.12,0.68,a,315.0
596,João Pedro Ferreira Silva,59,MID,Nott'm Forest,49,1.34,12.33,0.4,2024-08-01,21677,16,0.0,826,57,8.3,0,1.74,0,182.7,413,121,22,0,1999-08-01,5,0,0,2.05,0.2,212,0,2024-11-01T10:30:06.942890Z,0,1,0,0,100.0,1.4,158,63.7,27836,p510500,,0.11,True,0.1,0,,1,0,337,2,3.92,0,1.8,5,0,0,0.54,141,0,204,143,282,,False,0,173.0,90,-1,0.1,100.0,381,16,217.8,Jota Silva,,0,140,0.22,87,178,241,128,0.9,3,0.42,1.87,a,234.0
620,Ramón Sosa,55,MID,Nott'm Forest,25,1.55,4.81,0.6,2024-08-16,7736,5,0.0,280,75,4.5,0,1.61,0,103.0,523,177,3,0,1999-08-31,1,0,0,1.11,0.12,282,0,,0,1,0,0,,1.6,199,29.2,7514,p502222,,0.32,True,0.1,0,,0,0,421,0,1.47,0,1.3,1,0,0,0.32,263,0,101,194,394,,False,0,168.0,150,0,0.1,,347,6,87.4,Sosa,,0,169,0.36,122,166,356,184,1.1,1,0.48,0.36,a,104.0
653,Felipe Rodrigues da Silva,45,DEF,Nott'm Forest,37,1.41,13.65,0.4,2024-08-30,16363,12,0.0,873,70,8.2,0,1.24,0,9.5,461,130,8,0,2001-06-30,6,0,0,0.18,0.0,461,0,,0,3,0,2,,1.4,125,21.7,11769,p485047,,0.31,True,0.1,0,,0,0,377,0,0.21,1,1.5,4,0,0,0.62,386,0,131,161,306,,False,0,30.0,131,0,0.1,,365,9,183.2,Morato,,0,159,0.02,408,115,384,114,0.9,0,0.02,0.03,a,22.0
706,Zach Abbott,40,DEF,Nott'm Forest,0,0.0,0.00,0.0,2022-08-22,5727,0,0.0,0,211,0.0,0,0.0,0,0.0,583,230,7,0,2006-05-13,0,0,0,0.00,0.0,620,0,,0,0,0,0,,1.0,230,0.0,3183,p549067,,0.0,True,0.0,0,,0,0,640,0,0.00,0,0.0,0,0,0,0.0,583,0,0,202,632,,False,0,241.0,221,0,0.0,,518,9,0.0,Abbott,,0,229,0.0,702,191,632,230,0.5,0,0.0,0.00,a,0.0
721,Wayne Hennessey,40,GKP,Nott'm Forest,0,0.0,0.00,0.0,2025-01-13,4142,0,0.0,0,39,0.0,0,0.0,0,0.0,622,59,9,0,1987-01-24,0,0,0,0.00,0.0,566,0,,0,0,0,0,,1.0,59,0.0,2268,p20066,,0.0,True,0.0,0,,0,0,595,0,0.00,0,0.0,0,0,0,0.0,527,0,0,70,585,,False,0,244.0,23,0,0.0,,459,7,0.0,Hennessey,,0,42,0.0,634,45,585,59,0.5,0,0.0,0.00,a,0.0
747,Nuno Herlander Simões Espírito Santo,11,MNG,Nott'm Forest,65,0.0,0.00,2.4,2023-12-20,57252,0,0.0,0,7,59.1,0,0.0,0,0.0,334,12,131,4,1974-01-25,0,21,0,0.00,0.0,534,5,,0,0,0,0,,3.4,12,0.0,33775,man41809,,0.0,True,7.2,0,,0,0,567,0,0.00,0,0.0,0,0,2,0.0,488,0,0,4,557,,False,0,173.0,12,0,2.2,,142,85,0.0,Nuno,,6,12,0.0,788,17,557,12,2.9,0,0.0,0.00,a,0.0
14,Aaron Ramsdale,44,GKP,Southampton,93,2.2,61.52,6.4,2024-08-30,350577,62,4.18,2520,21,21.1,0,2.21,0,0.1,172,3,168,0,1998-05-14,28,0,2,0.00,0.0,519,0,2025-01-24T00:00:09.434398Z,117,3,0,11,100.0,5.4,18,92.3,330040,p225321,,0.11,True,1.4,0,,1,4,112,0,0.04,10,3.3,2,0,0,1.0,638,0,300,25,9,,False,0,241.0,61,-1,1.5,100.0,15,661,921.0,Ramsdale,,0,23,0.0,514,1,152,3,5.9,0,0.0,0.04,a,0.0
27,Cameron Archer,48,FWD,Southampton,55,2.42,37.11,1.2,2024-08-16,552252,33,0.0,1379,60,11.5,0,2.15,1,90.0,192,31,134,0,2001-12-09,13,0,0,5.09,0.05,300,0,,0,2,0,4,,0.2,38,54.3,582550,p433979,,0.13,True,1.1,0,,2,1,348,0,5.93,1,1.7,0,0,0,0.85,92,0,140,27,366,2.0,False,0,241.0,28,-2,0.3,,272,60,113.6,Archer,,0,33,0.33,309,24,271,35,0.7,2,0.38,0.84,a,343.0
188,Lesley Ugochukwu,44,MID,Southampton,45,2.2,38.32,3.0,2024-08-16,80498,38,0.0,1567,321,10.2,0,2.18,0,210.1,307,136,69,0,2004-03-26,17,0,0,0.85,0.04,192,0,2025-04-03T09:30:07.026958Z,0,1,0,3,100.0,2.0,146,55.3,82501,p503714,,0.06,True,0.3,0,,1,0,322,1,1.46,0,1.8,7,0,0,0.98,280,0,200,94,256,,False,0,73.0,156,-1,0.7,100.0,102,106,261.2,Ugochukwu,,0,129,0.05,538,41,264,115,2.5,1,0.09,0.61,a,84.0
397,Ryan Fraser,48,MID,Southampton,7,3.09,10.39,0.0,2024-08-30,2767,12,0.0,303,183,1.5,0,3.56,0,26.8,646,218,1,0,1994-02-24,4,0,0,0.02,0.03,405,0,2025-01-31T16:00:09.299719Z,0,0,0,0,100.0,-1.0,247,6.7,5104,p90105,,0.0,True,0.0,0,,2,0,527,0,0.12,0,0.9,0,0,0,1.19,419,0,31,259,452,,False,1,243.0,217,-2,0.0,100.0,717,3,35.8,Fraser,,0,215,0.01,283,294,461,205,-0.5,0,0.04,0.10,a,13.0
451,Samuel Amo-Ameyaw,44,MID,Southampton,1,3.84,1.11,0.0,2023-05-27,24416,0,0.0,26,320,0.2,0,0.0,0,16.1,484,232,4,0,,0,0,0,0.02,0.45,430,0,2025-02-04T23:53:50.935089Z,0,0,0,0,0.0,0.0,253,2.6,29670,p499724,,0.0,False,0.1,0,,1,0,548,0,0.15,0,0.5,1,0,0,0.0,445,0,1,176,519,,False,0,241.0,227,-1,0.0,0.0,596,0,4.0,Amo-Ameyaw,Loaned to Strasbourg,0,223,0.07,537,209,497,238,0.0,0,0.52,0.13,u,6.0
452,Joe Aribo,49,MID,Southampton,71,2.49,53.91,0.2,2022-07-09,22060,54,0.0,1948,159,14.5,0,2.49,0,289.7,514,89,11,0,1996-07-21,20,0,0,2.69,0.06,140,0,,0,1,0,7,,-0.8,104,91.1,23709,p193204,,0.05,True,0.1,0,,1,0,243,0,3.92,1,2.3,1,0,0,0.92,133,0,383,188,178,,False,0,157.0,83,-1,0.0,,413,4,377.4,Aribo,,0,98,0.12,249,190,157,73,-0.3,3,0.18,1.23,a,242.0
453,Adam Armstrong,51,FWD,Southampton,45,2.42,33.47,0.0,2021-08-10,273688,35,0.0,1246,44,8.8,0,2.53,1,143.7,263,30,33,0,,15,0,0,3.28,0.04,244,0,2025-02-05T21:03:18.824040Z,0,2,0,2,0.0,0.0,31,56.0,394952,p155511,,0.14,False,0.5,0,,4,0,257,3,3.84,0,2.2,4,0,0,1.08,122,0,145,44,339,1.0,False,0,241.0,31,-4,0.0,0.0,763,0,154.4,Armstrong,Loaned to West Bromwich Albion,0,25,0.24,181,76,260,31,0.0,2,0.28,0.56,u,262.0
454,Gavin Bazunu,43,GKP,Southampton,0,0.0,0.00,0.0,2022-06-17,2973,0,0.0,0,29,0.0,0,0.0,0,0.0,487,80,4,0,2002-02-20,0,0,0,0.00,0.0,656,0,2025-02-04T10:28:52.236829Z,0,0,0,0,0.0,0.0,80,0.0,26123,p456350,,0.0,False,0.1,0,,2,0,669,0,0.00,0,0.0,0,0,0,0.0,626,0,0,66,662,,False,0,104.0,59,-2,0.0,0.0,571,0,0.0,Bazunu,Loaned to Standard Liège,0,75,0.0,584,77,662,80,0.0,0,0.0,0.00,u,0.0
455,Jan Bednarek,40,DEF,Southampton,60,2.06,57.91,2.2,2023-01-23,651731,57,0.0,2531,166,15.0,0,2.03,0,78.3,141,42,205,0,1996-04-12,30,0,0,0.65,0.03,316,0,2025-03-08T20:00:10.299351Z,0,3,0,3,100.0,1.2,92,91.9,587944,p171771,,0.11,True,2.0,0,,0,0,283,0,1.49,7,2.0,7,0,0,1.07,296,0,283,54,28,,False,0,172.0,90,0,0.6,100.0,152,241,770.6,Bednarek,,0,98,0.02,643,39,154,9,1.7,2,0.05,0.84,a,71.0
456,Armel Bella-Kotchap,39,DEF,Southampton,2,2.92,10.67,0.0,2022-06-21,61184,13,0.0,329,250,0.5,0,3.56,0,2.3,293,158,35,0,2001-12-11,2,0,0,0.32,0.0,482,0,,0,0,0,0,,-1.0,188,7.0,63115,p477386,,0.0,True,0.4,0,,1,0,546,0,0.33,0,0.5,0,0,0,0.55,454,0,7,110,417,,False,0,80.0,165,-1,0.0,,446,5,64.6,Bella-Kotchap,,0,173,0.09,761,141,455,149,-0.5,0,0.09,0.01,a,4.0
457,James Bree,39,DEF,Southampton,22,2.7,29.43,1.4,2023-01-26,66699,29,0.0,980,243,5.6,0,2.66,0,156.7,311,100,30,0,1997-12-11,12,0,0,0.11,0.06,232,0,2025-03-06T23:00:09.750819Z,0,1,0,0,100.0,0.4,127,38.1,57014,p184386,,0.09,True,0.3,0,,1,0,389,1,0.81,6,1.4,0,0,0,1.1,340,0,90,118,307,,False,0,241.0,112,-1,0.4,100.0,246,10,183.0,Bree,,0,59,0.01,747,76,314,115,0.9,0,0.07,0.70,a,41.0
458,Shea Charles,45,MID,Southampton,0,0.0,0.00,0.0,,1091,0,0.0,0,249,0.0,0,0.0,0,0.0,648,278,1,0,,0,0,0,0.00,0.0,701,0,2024-08-29T11:10:39.600629Z,0,0,0,0,0.0,0.0,279,0.0,7819,p463210,,0.0,False,0.0,0,,0,0,709,0,0.00,0,0.0,0,0,0,0.0,682,0,0,261,704,,False,0,,270,0,0.0,0.0,633,0,0.0,Charles,Has joined Sheffield Wednesday on a season-long loan,0,278,0.0,401,233,704,278,0.0,0,0.0,0.00,u,0.0
459,Samuel Edozie,49,MID,Southampton,1,0.44,0.31,0.0,,463,0,0.0,64,175,0.2,0,0.0,0,19.0,719,224,0,0,,0,0,0,0.00,0.21,426,0,2024-09-10T11:28:17.403794Z,0,0,0,0,0.0,0.0,255,5.1,2674,p490503,,0.0,False,0.0,0,,1,0,552,0,0.15,0,0.5,1,0,0,0.0,387,0,6,300,500,,False,0,,206,-1,0.0,0.0,738,0,9.8,Edozie,Loaned to Anderlecht,0,221,0.0,270,310,476,232,0.0,0,0.21,0.15,u,22.0
460,Ronnie Edwards,39,DEF,Southampton,1,2.4,0.32,0.0,2024-07-03,41084,1,0.0,12,252,0.3,0,7.5,0,0.1,361,186,14,0,,0,0,0,0.00,0.0,517,0,2025-01-06T22:34:19.628107Z,0,0,0,0,0.0,0.0,153,0.5,44839,p500926,,0.0,False,0.2,0,,1,0,448,0,0.00,0,1.0,0,0,0,0.0,518,0,-1,138,514,,False,0,241.0,178,-1,0.0,0.0,449,0,5.0,Edwards,Season-long loan to QPR,0,189,0.0,764,143,530,184,0.0,0,0.0,0.00,u,0.0
461,Taylor Harwood-Bellis,39,DEF,Southampton,54,2.16,65.88,1.8,2024-07-01,838665,63,0.0,2743,247,13.8,0,2.07,0,217.1,86,21,378,0,2002-01-30,31,0,0,1.78,0.02,188,0,2025-03-24T14:00:08.506075Z,0,3,0,2,100.0,0.8,111,116.3,1377391,p245719,,0.1,True,4.3,0,,1,0,354,0,2.45,6,1.6,9,0,0,1.02,129,0,257,31,46,,False,0,241.0,15,-1,0.5,100.0,193,172,696.4,Harwood-Bellis,,0,41,0.06,754,55,107,18,1.3,1,0.08,0.67,a,248.0
462,Kamaldeen Sulemana,50,MID,Southampton,50,2.24,31.23,1.8,2023-01-31,8766,33,0.0,1257,143,10.0,0,2.36,0,178.7,625,124,16,0,2002-02-15,15,0,0,1.31,0.06,215,0,2025-01-24T00:00:09.946289Z,0,3,0,2,100.0,0.8,118,62.1,7719,p504783,,0.21,True,0.0,0,,0,0,278,2,2.15,3,2.1,2,0,0,1.07,116,0,155,249,319,,False,0,81.0,77,0,0.4,100.0,201,9,172.6,Kamaldeen,,0,142,0.09,227,88,245,145,1.3,1,0.15,0.84,a,273.0
463,Adam Lallana,50,MID,Southampton,17,2.04,7.96,0.0,2024-06-14,4094,8,0.0,352,118,3.4,0,2.05,0,82.4,624,193,5,0,1988-05-10,5,0,0,0.15,0.12,311,0,2025-02-14T12:30:08.682021Z,0,0,0,1,100.0,-1.0,206,18.4,6778,p39155,,0.0,True,0.0,0,,0,0,432,2,0.63,0,1.2,4,0,0,1.28,393,0,74,248,401,,False,0,241.0,209,0,0.0,100.0,743,4,81.2,Lallana,,0,183,0.04,194,314,393,187,-0.5,0,0.16,0.48,a,21.0
464,Juan Larios López,39,DEF,Southampton,0,0.0,0.00,0.0,2022-09-01,5873,0,0.0,0,253,0.0,0,0.0,0,0.0,511,194,8,0,2004-01-12,0,0,0,0.00,0.0,561,0,2024-11-29T12:00:07.896449Z,0,0,0,0,100.0,-1.0,197,0.0,10511,p515571,,0.0,True,0.1,0,,1,0,592,0,0.00,0,0.0,0,0,0,0.0,520,0,0,181,581,,False,0,200.0,179,-1,0.0,100.0,451,9,0.0,Larios,,0,191,0.0,766,144,581,194,-0.5,0,0.0,0.00,a,0.0
465,Mateusz Lis,40,GKP,Southampton,0,0.0,0.00,0.0,,888,0,0.0,0,45,0.0,0,0.0,0,0.0,515,62,6,0,,0,0,0,0.00,0.0,577,0,2024-08-23T12:38:57.742902Z,0,0,0,0,0.0,0.0,62,0.0,19899,p200428,,0.0,False,0.1,0,,0,0,602,0,0.00,0,0.0,0,0,0,0.0,538,0,0,68,593,,False,0,,29,0,0.0,0.0,471,0,0.0,Lis,Transferred to Göztepe,0,48,0.0,649,51,593,62,0.0,0,0.0,0.00,u,0.0
466,Joe Lumley,40,GKP,Southampton,8,3.13,9.40,0.0,2023-08-07,83156,7,4.33,270,44,2.0,0,2.33,0,0.0,277,34,53,0,1995-02-15,3,0,0,0.00,0.0,572,0,,13,0,0,0,,-1.0,27,10.2,72425,p167888,,0.0,True,0.4,0,,0,0,174,0,0.00,0,2.7,0,0,0,1.0,533,0,22,42,381,,False,0,241.0,28,0,0.0,,465,5,102.2,Lumley,,0,47,0.0,642,50,432,34,-0.5,0,0.0,0.00,a,0.0
467,Ryan Manning,43,DEF,Southampton,34,2.25,36.45,1.8,2023-07-12,7716,35,0.0,1458,118,7.9,0,2.16,0,498.3,498,48,14,0,1996-06-14,18,0,0,0.34,0.17,70,0,2025-04-03T09:30:07.442210Z,0,1,0,0,100.0,0.8,135,87.6,10677,p204863,,0.06,True,0.1,0,1.0,2,0,397,2,3.14,1,1.4,2,0,0,1.11,297,0,162,175,228,,False,0,104.0,91,-2,0.4,100.0,195,8,307.4,Manning,,0,13,0.02,570,57,164,85,1.3,0,0.19,2.80,a,71.0
468,Sékou Mara,50,FWD,Southampton,0,0.0,0.00,0.0,,782,0,0.0,0,48,0.0,0,0.0,0,0.0,643,80,0,0,,0,0,0,0.00,0.0,782,0,2024-08-26T10:17:11.280625Z,0,0,0,0,0.0,0.0,81,0.0,8355,p476888,,0.0,False,0.0,0,,0,0,783,0,0.00,0,0.0,0,0,0,0.0,776,0,0,81,783,,False,0,,80,0,0.0,0.0,755,0,0.0,Mara,Transferred to Strasbourg,0,80,0.0,224,73,783,80,0.0,0,0.0,0.00,u,0.0
469,Alex McCarthy,42,GKP,Southampton,12,2.24,11.22,0.0,2016-08-01,19929,13,4.8,450,30,2.9,0,2.6,0,0.0,422,28,8,0,1989-12-03,5,0,0,0.00,0.0,646,0,,24,0,0,0,,-1.0,33,16.7,29053,p58376,,0.0,True,0.1,0,,3,0,220,0,0.00,0,2.4,0,0,0,1.0,612,0,32,58,327,,False,0,241.0,51,-3,0.0,,551,8,166.4,McCarthy,,0,68,0.0,600,71,397,28,-0.5,0,0.0,0.00,a,0.0
470,Paul Onuachu,49,FWD,Southampton,50,2.11,23.89,0.6,2023-01-31,91978,25,0.0,1018,52,10.2,0,2.21,0,125.0,314,24,109,0,1994-05-28,11,0,0,3.61,0.02,260,0,2025-04-27T12:00:08.363168Z,0,1,0,4,100.0,-0.4,33,81.1,79227,p147611,,0.09,True,0.3,0,,1,0,274,1,3.87,0,2.1,4,0,0,0.97,61,0,151,50,281,,False,0,157.0,22,-1,0.1,100.0,340,26,218.6,Onuachu,,0,30,0.32,242,33,184,26,0.1,4,0.34,0.26,a,477.0
471,Will Smallbone,50,MID,Southampton,24,2.73,19.38,0.6,2019-07-22,2818,21,0.0,638,128,4.8,0,2.96,0,145.7,647,173,0,0,2000-02-21,6,0,0,0.43,0.11,242,0,2025-03-14T15:00:07.572220Z,0,0,0,0,100.0,-0.4,182,30.5,7047,p214466,1.0,0.0,True,0.0,0,2.0,0,0,384,0,1.21,1,1.5,1,0,0,0.85,313,0,111,260,379,,False,0,104.0,173,0,0.1,100.0,343,4,103.6,Smallbone,,0,155,0.06,207,163,349,178,0.1,1,0.17,0.78,a,56.0
472,Jack Stephens,40,DEF,Southampton,30,2.02,29.13,3.2,2011-07-01,122480,29,0.0,1299,163,7.5,0,2.01,0,70.1,300,96,33,0,1994-01-27,16,0,0,0.58,0.02,327,0,2025-02-01T22:30:08.453428Z,0,2,0,2,100.0,2.2,107,39.5,130335,p88900,,0.14,True,0.3,0,,0,0,340,0,0.83,6,1.7,2,0,0,1.11,323,0,107,115,247,,False,2,241.0,106,0,0.8,100.0,88,58,273.2,Stephens,,0,104,0.04,638,23,308,92,2.7,1,0.06,0.25,a,51.0
473,Ross Stewart,44,FWD,Southampton,10,2.47,7.78,1.2,2023-09-01,841013,8,0.0,283,84,2.3,0,2.54,0,10.9,155,51,284,0,1996-07-11,3,0,0,0.31,0.01,450,0,2024-10-05T18:00:07.268831Z,0,1,0,0,100.0,0.2,47,4.4,751195,p230348,,0.32,True,1.6,0,,1,0,473,0,0.33,1,1.0,1,0,0,0.95,383,0,24,22,493,,False,0,243.0,50,-1,0.3,100.0,266,562,12.4,Stewart,,0,52,0.1,517,23,481,47,0.7,0,0.11,0.02,a,23.0
474,Sugawara Yukinari,42,DEF,Southampton,42,2.4,38.95,0.2,2024-07-14,35966,44,0.0,1458,149,10.0,0,2.72,0,290.1,411,67,12,0,2000-06-28,15,0,0,0.47,0.15,139,0,2024-10-20T11:00:06.390070Z,0,2,0,0,100.0,-0.8,131,70.6,43676,p219279,2.0,0.12,True,0.1,0,,3,1,393,1,2.93,0,1.4,4,0,0,0.93,224,0,106,148,238,,False,0,108.0,58,-3,0.0,100.0,392,5,282.6,Sugawara,,0,29,0.03,615,125,213,89,-0.3,1,0.18,2.46,a,135.0
475,Charlie Taylor,39,DEF,Southampton,5,2.6,7.61,0.0,2024-07-01,419223,10,0.0,263,238,1.3,0,3.42,0,26.5,109,152,262,0,1993-09-18,2,0,0,0.00,0.03,406,0,2025-04-11T00:00:08.771183Z,0,0,0,0,100.0,-1.0,182,10.2,640785,p103914,,0.0,True,3.1,0,,1,0,537,0,0.10,0,0.7,1,0,0,0.68,463,0,16,40,409,,False,0,241.0,170,-1,0.0,100.0,433,19,72.6,Taylor,,0,145,0.0,739,138,431,145,-0.5,0,0.03,0.10,a,2.0
476,Kyle Walker-Peters,42,DEF,Southampton,54,2.35,76.26,1.6,2020-08-11,58420,77,0.0,2918,145,12.9,0,2.37,0,406.8,309,23,80,0,1997-04-13,33,0,0,0.85,0.07,90,0,2025-05-11T00:30:08.181283Z,0,2,0,3,75.0,0.6,113,114.4,77578,p158534,,0.06,True,0.3,0,,3,0,356,3,3.14,0,1.6,5,0,0,1.02,137,0,240,117,130,,False,0,241.0,18,-3,0.4,100.0,216,11,503.8,Walker-Peters,Illness - 75% chance of playing,0,17,0.03,611,65,110,49,0.8,0,0.1,2.30,d,237.0
477,Nathan Wood-Gordon,40,DEF,Southampton,13,2.44,16.83,0.0,2024-07-05,125884,16,0.0,622,176,3.2,0,2.32,0,19.4,202,145,77,0,2002-05-31,7,0,0,0.23,0.01,425,0,2025-01-31T16:00:09.413287Z,0,1,0,2,100.0,-1.0,129,13.0,156052,p244845,,0.14,True,1.1,0,,0,0,391,0,0.27,0,1.4,2,0,0,1.01,410,0,42,79,389,,False,0,241.0,142,0,0.0,100.0,477,12,94.8,Wood,,0,150,0.03,655,161,417,137,-0.5,0,0.04,0.04,a,14.0
515,Maxwel Cornet,47,MID,Southampton,1,2.27,1.79,0.0,2024-08-30,2364,4,0.0,71,206,0.2,0,5.07,0,3.5,663,235,2,0,,1,0,0,0.16,0.0,475,0,2025-01-22T10:14:43.133544Z,0,0,0,0,0.0,0.0,254,2.2,4735,p149519,,0.0,False,0.0,0,,3,0,550,0,0.16,0,0.5,1,0,0,1.27,439,0,12,272,494,,False,0,54.0,225,-3,0.0,0.0,707,0,11.6,Cornet,Loaned to Genoa,0,237,0.2,320,289,502,228,0.0,0,0.2,0.00,u,7.0
