id,name,now_cost,position,team,total_points,expected_goals_conceded_per_90,expected_goals_conceded,form,team_join_date,transfers_in,goals_conceded,saves_per_90,minutes,now_cost_rank_type,value_season,mng_underdog_draw,goals_conceded_per_90,penalties_missed,creativity,selected_rank,ict_index_rank_type,transfers_out_event,mng_clean_sheets,birth_date,starts,mng_goals_scored,penalties_saved,expected_goals,expected_assists_per_90,creativity_rank,mng_win,news_added,saves,clean_sheets,own_goals,bonus,chance_of_playing_next_round,ep_this,points_per_game_rank_type,ict_index,transfers_out,opta_code,direct_freekicks_order,clean_sheets_per_90,can_select,selected_by_percent,mng_underdog_win,corners_and_indirect_freekicks_order,cost_change_start_fall,dreamteam_count,points_per_game_rank,assists,expected_goal_involvements,event_points,points_per_game,yellow_cards,cost_change_event_fall,mng_draw,starts_per_90,threat_rank,cost_change_event,bps,selected_rank_type,influence_rank,penalties_order,in_dreamteam,red_cards,region,threat_rank_type,cost_change_start,value_form,chance_of_playing_this_round,form_rank,transfers_in_event,influence,web_name,news,mng_loss,creativity_rank_type,expected_goals_per_90,now_cost_rank,form_rank_type,ict_index_rank,influence_rank_type,ep_next,goals_scored,expected_goal_involvements_per_90,expected_assists,status,threat
663,Imari Samuels,40,DEF,Brighton,0,0.0,0.00,0.0,2023-05-17,5264,0,0.0,0,180,0.0,0,0.0,0,0.0,615,208,1,0,,0,0,0,0.00,0.0,589,0,2025-01-17T12:29:48.647053Z,0,0,0,0,0.0,0.0,208,0.0,5249,p447720,,0.0,False,0.0,0,,0,0,610,0,0.00,0,0.0,0,0,0,0.0,550,0,0,213,602,,False,0,241.0,196,0,0.0,0.0,484,0,0.0,Samuels,Loaned to Dundee,0,206,0.0,663,165,602,208,0.0,0,0.0,0.00,u,0.0
668,Killian Cahill,39,GKP,Brighton,0,0.0,0.00,0.0,2024-08-24,183423,0,0.0,0,81,0.0,0,0.0,0,0.0,219,58,139,0,2003-11-03,0,0,0,0.00,0.0,564,0,,0,0,0,0,,0.0,58,0.0,97286,p565858,,0.0,True,0.9,0,,1,0,594,0,0.00,0,0.0,0,0,0,0.0,523,0,0,28,584,,False,0,104.0,22,-1,0.0,,455,3,0.0,Cahill,,0,41,0.0,770,44,584,58,-1.0,0,0.0,0.00,a,0.0
681,Ruairi McConville,40,DEF,Brighton,0,0.0,0.00,0.0,2024-11-22,1473,0,0.0,0,203,0.0,0,0.0,0,0.0,701,223,1,0,,0,0,0,0.00,0.0,613,0,2025-02-04T10:51:39.862174Z,0,0,0,0,0.0,0.0,223,0.0,1580,p539721,,0.0,False,0.0,0,,0,0,633,0,0.00,0,0.0,0,0,0,0.0,576,0,0,240,625,,False,0,242.0,214,0,0.0,0.0,511,0,0.0,McConville,Loaned to Norwich City,0,222,0.0,694,184,625,223,0.0,0,0.0,0.00,u,0.0
685,Jacob Slater,40,DEF,Brighton,0,0.0,0.00,0.0,2024-11-28,2915,0,0.0,0,219,0.0,0,0.0,0,0.0,635,235,2,0,2004-10-05,0,0,0,0.00,0.0,627,0,,0,0,0,0,,0.0,235,0.0,2189,p589100,,0.0,True,0.0,0,,0,0,647,0,0.00,0,0.0,0,0,0,0.0,590,0,0,220,639,,False,0,104.0,226,0,0.0,,527,6,0.0,Slater,,0,234,0.0,712,198,639,235,-1.0,0,0.0,0.00,a,0.0
714,Diego Gómez,55,MID,Brighton,18,1.73,8.59,1.0,2025-01-01,2552,13,0.0,446,76,3.3,0,2.62,0,101.7,655,191,9,0,2003-03-27,4,0,0,0.73,0.2,285,0,2025-01-09T16:30:09.168224Z,0,0,0,0,100.0,1.0,200,19.2,1655,p514254,,0.0,True,0.0,0,,0,0,422,0,1.71,1,1.3,0,0,0,0.81,388,0,81,267,412,,False,0,168.0,207,0,0.2,100.0,291,5,69.4,Gómez,,0,172,0.15,123,139,391,191,0.0,0,0.35,0.98,a,22.0
739,Fabian Hürzeler,11,MNG,Brighton,90,0.0,0.00,7.0,2024-06-15,61698,0,0.0,0,10,81.8,1,0.0,0,0.0,690,15,12,3,1993-02-26,0,24,0,0.00,0.0,537,6,,0,0,0,0,,7.0,15,0.0,30029,man53902,,0.0,True,0.4,1,,0,0,570,0,0.00,10,0.0,0,0,3,0.0,491,0,0,17,560,,False,0,80.0,15,0,6.4,,8,106,0.0,Hürzeler,,5,15,0.0,791,6,560,15,6.0,0,0.0,0.00,a,0.0
758,Joe Knight,45,MID,Brighton,0,0.0,0.00,0.0,2025-01-31,582,0,0.0,0,295,0.0,0,0.0,0,0.0,764,314,2,0,2005-09-21,0,0,0,0.00,0.0,745,0,,0,0,0,0,,0.0,315,0.0,345,p567121,,0.0,True,0.0,0,,0,0,751,0,0.00,0,0.0,0,0,0,0.0,728,0,0,322,748,,False,0,241.0,307,0,0.0,,684,5,0.0,Knight,,0,314,0.0,464,273,748,314,-1.0,0,0.0,0.00,a,0.0
763,Eiran Cashin,45,DEF,Brighton,1,2.08,0.44,0.2,2025-01-31,2231,2,0.0,19,66,0.2,0,9.47,0,0.6,674,184,12,0,2001-11-09,0,0,0,0.00,0.0,500,0,,0,0,0,0,,0.2,190,0.7,1330,p439135,,0.0,True,0.0,0,,0,0,549,0,0.00,0,0.5,0,0,0,0.0,674,0,-2,228,508,,False,0,104.0,261,0,0.0,,402,1,7.0,Cashin,,0,183,0.0,390,131,527,181,-0.8,0,0.0,0.00,a,0.0
791,Charlie Tasker,40,DEF,Brighton,0,0.0,0.00,0.0,2025-03-28,197,0,0.0,0,209,0.0,0,0.0,0,0.0,774,228,1,0,2006-02-24,0,0,0,0.00,0.0,618,0,,0,0,0,0,,0.0,228,0.0,84,p547720,,0.0,True,0.0,0,,0,0,638,0,0.00,0,0.0,0,0,0,0.0,581,0,0,261,630,,False,0,241.0,219,0,0.0,,516,0,0.0,Charlie Tasker,,0,227,0.0,700,189,630,228,-1.0,0,0.0,0.00,a,0.0
794,Freddie Simmonds,40,DEF,Brighton,0,0.0,0.00,0.0,2024-07-01,103,0,0.0,0,225,0.0,0,0.0,0,0.0,785,240,4,0,2008-03-09,0,0,0,0.00,0.0,632,0,,0,0,0,0,,0.0,240,0.0,39,p604988,,0.0,True,0.0,0,,0,0,652,0,0.00,0,0.0,0,0,0,0.0,596,0,0,263,644,,False,0,241.0,232,0,0.0,,533,2,0.0,Freddie Simmonds,,0,239,0.0,718,204,644,240,-1.0,0,0.0,0.00,a,0.0
795,Harry Howell,45,MID,Brighton,0,0.0,0.00,0.0,2025-04-11,95,0,0.0,0,304,0.0,0,0.0,0,0.0,792,322,1,0,2008-04-20,0,0,0,0.00,0.0,757,0,,0,0,0,0,,0.0,323,0.0,29,p597320,,0.0,True,0.0,0,,0,0,763,0,0.00,0,0.0,0,0,0,0.0,740,0,0,340,760,,False,0,241.0,315,0,0.0,,697,3,0.0,Harry Howell,,0,322,0.0,479,282,760,322,-1.0,0,0.0,0.00,a,0.0
150,Andrey Nascimento dos Santos,45,MID,Chelsea,0,0.0,0.00,0.0,,0,0,0.0,0,281,0.0,0,0.0,0,0.0,772,302,0,0,,0,0,0,0.00,0.0,728,0,2024-08-05T10:16:34.176364Z,0,0,0,0,0.0,0.0,303,0.0,631,p532605,,0.0,False,0.0,0,,0,0,736,0,0.00,0,0.0,0,0,0,0.0,712,0,0,327,732,,False,0,,295,0,0.0,0.0,667,0,0.0,Andrey Santos,Has joined Strasbourg on a season-long loan,0,302,0.0,444,261,732,302,0.0,0,0.0,0.00,u,0.0
151,Ângelo Gabriel Borges Damaceno,45,MID,Chelsea,0,0.0,0.00,0.0,,5940,0,0.0,0,274,0.0,0,0.0,0,0.0,464,296,1,0,,0,0,0,0.00,0.0,721,0,2024-09-05T10:38:18.297070Z,0,0,0,0,0.0,0.0,297,0.0,30624,p518620,,0.0,False,0.1,0,,0,0,729,0,0.00,0,0.0,0,0,0,0.0,703,0,0,167,725,,False,0,,288,0,0.0,0.0,659,0,0.0,Ângelo,Transferred to Al-Nassr,0,296,0.0,434,254,725,296,0.0,0,0.0,0.00,u,0.0
153,Benoît Badiashile,42,DEF,Chelsea,7,1.45,5.34,0.0,2023-01-05,12588,5,0.0,332,153,1.7,0,1.36,0,12.6,486,155,6,0,2001-03-26,3,0,0,0.00,0.02,440,0,2024-12-16T10:30:07.655172Z,0,0,0,0,100.0,-0.5,132,7.9,21936,p242880,,0.0,True,0.1,0,,3,0,394,0,0.08,0,1.4,0,0,0,0.81,617,0,35,168,415,,False,0,73.0,243,-3,0.0,100.0,558,7,66.0,B.Badiashile,,0,157,0.0,619,221,448,148,0.0,0,0.02,0.08,a,0.0
154,Lucas Bergström,39,GKP,Chelsea,0,0.0,0.00,0.0,2021-07-27,25860,0,0.0,0,79,0.0,0,0.0,0,0.0,338,57,27,0,2002-09-05,0,0,0,0.00,0.0,560,0,,0,0,0,0,,-0.5,57,0.0,27807,p482158,,0.0,True,0.2,0,,1,0,590,0,0.00,0,0.0,0,0,0,0.0,516,0,0,50,580,,False,0,72.0,20,-1,0.0,,447,4,0.0,Bergström,,0,40,0.0,762,42,580,57,0.0,0,0.0,0.00,a,0.0
155,Marcus Bettinelli,39,GKP,Chelsea,0,0.0,0.00,0.0,2021-07-28,34136,0,0.0,0,69,0.0,0,0.0,0,0.0,290,48,35,0,1992-05-24,0,0,0,0.00,0.0,549,0,,0,0,0,0,,-0.5,48,0.0,36050,p122074,,0.0,True,0.4,0,,1,0,580,0,0.00,0,0.0,0,0,0,0.0,504,0,0,44,570,,False,0,241.0,10,-1,0.0,,434,2,0.0,Bettinelli,,0,30,0.0,741,32,570,48,0.0,0,0.0,0.00,a,0.0
157,Moisés Caicedo Corozo,49,MID,Chelsea,93,1.25,44.10,2.8,2023-08-14,291719,42,0.0,3171,174,19.0,0,1.19,0,538.5,211,64,70,0,2001-11-02,36,0,0,0.78,0.08,63,0,,0,10,0,4,,2.3,81,121.8,287431,p486672,,0.28,True,1.0,0,,1,0,196,4,3.50,2,2.6,10,0,0,1.02,274,0,620,67,78,,False,0,62.0,152,-1,0.6,,124,138,587.6,Caicedo,,0,51,0.02,269,55,101,28,2.8,1,0.1,2.72,a,92.0
158,Cesare Casadei,44,MID,Chelsea,0,0.0,0.00,0.0,2022-08-19,23729,0,0.0,0,322,0.0,0,0.0,0,0.0,467,259,8,0,,0,0,0,0.00,0.0,670,0,2025-02-03T10:23:25.268868Z,0,0,0,0,0.0,0.0,262,0.0,31152,p505187,,0.0,False,0.1,0,,1,0,681,0,0.00,0,0.0,0,0,0,0.0,646,0,0,169,674,,False,0,106.0,250,-1,0.0,0.0,597,0,0.0,Casadei,Loaned to Torino,0,260,0.0,539,210,674,259,0.0,0,0.0,0.00,u,0.0
159,Trevoh Chalobah,44,DEF,Chelsea,93,1.26,27.48,3.0,2018-02-16,274116,25,0.0,1969,88,21.1,0,1.14,0,122.0,233,53,166,0,1999-07-05,23,0,0,1.97,0.03,261,0,2025-02-22T21:00:09.834402Z,0,6,0,11,100.0,2.5,12,82.9,223221,p180736,,0.27,True,0.8,0,,1,4,73,1,2.61,2,3.7,3,0,0,1.05,150,0,378,91,137,,False,0,241.0,22,-1,0.7,100.0,100,243,485.8,Chalobah,,0,70,0.09,504,27,176,51,3.0,3,0.12,0.64,a,218.0
161,Carney Chukwuemeka,47,MID,Chelsea,0,0.0,0.00,0.0,2022-08-04,4843,0,0.0,0,218,0.0,0,0.0,0,0.0,576,326,1,0,,0,0,0,0.00,0.0,764,0,2025-02-04T10:49:46.028103Z,0,0,0,0,0.0,0.0,327,0.0,8832,p478912,,0.0,False,0.0,0,,3,0,768,0,0.00,0,0.0,0,0,0,0.0,752,0,0,221,767,,False,0,241.0,322,-3,0.0,0.0,713,0,0.0,Chukwuemeka,Loaned to Borussia Dortmund,0,326,0.0,336,293,767,326,0.0,0,0.0,0.00,u,0.0
162,Levi Colwill,44,DEF,Chelsea,88,1.28,42.20,2.0,2022-07-01,1099567,41,0.0,2970,104,20.0,0,1.24,0,210.7,121,38,476,0,2003-02-26,33,0,0,1.34,0.04,191,0,2025-01-17T15:00:07.145576Z,0,8,0,3,100.0,1.5,54,97.9,943902,p460028,,0.24,True,2.5,0,,1,1,181,1,2.63,0,2.7,9,0,0,1.0,205,0,393,44,69,,False,0,241.0,44,-1,0.5,100.0,178,174,614.6,Colwill,,0,42,0.04,529,52,142,28,2.0,1,0.08,1.29,a,152.0
163,Marc Cucurella Saseta,54,DEF,Chelsea,110,1.24,38.62,2.2,2022-08-05,2015526,38,0.0,2808,13,20.4,0,1.22,0,339.1,41,16,1929,0,1998-07-22,31,0,0,2.63,0.08,112,0,2024-12-16T09:30:06.586582Z,0,7,0,9,100.0,1.7,31,124.7,1613489,p179268,,0.22,True,10.4,0,,-4,4,127,2,4.99,1,3.2,8,0,0,0.99,99,0,455,14,81,,False,1,200.0,4,4,0.4,100.0,168,3071,581.6,Cucurella,,0,23,0.08,128,45,96,31,2.2,4,0.16,2.36,a,324.0
164,David Datro Fofana,54,FWD,Chelsea,0,0.0,0.00,0.0,2023-01-01,4727,0,0.0,0,37,0.0,0,0.0,0,0.0,537,83,0,0,2002-12-22,0,0,0,0.00,0.0,793,0,2024-09-11T14:26:52.770225Z,0,0,0,0,0.0,0.0,83,0.0,15348,p520295,,0.0,False,0.1,0,,1,0,792,0,0.00,0,0.0,0,0,0,0.0,790,0,0,72,793,,False,0,54.0,83,-1,0.0,0.0,776,0,0.0,D.D.Fofana,Transferred to AEK Athens,0,83,0.0,139,80,793,83,0.0,0,0.0,0.00,u,0.0
165,Deivid Washington de Souza Eugênio,49,FWD,Chelsea,0,0.0,0.00,0.0,2023-08-24,17623,0,0.0,0,56,0.0,0,0.0,0,0.0,421,78,3,0,2005-06-05,0,0,0,0.00,0.0,774,0,2025-02-28T11:06:35.437245Z,0,0,0,0,0.0,0.0,79,0.0,23596,p617054,,0.0,False,0.1,0,,1,0,776,0,0.00,0,0.0,0,0,0,0.0,766,0,0,64,776,,False,0,30.0,78,-1,0.0,0.0,741,0,0.0,Deivid,Loaned to Santos,0,77,0.0,276,71,776,78,0.0,0,0.0,0.00,u,0.0
166,Kiernan Dewsbury-Hall,55,MID,Chelsea,17,1.16,3.27,0.2,2024-07-02,8129,3,0.0,253,70,3.1,0,1.07,0,47.4,456,200,7,0,1998-09-06,2,0,0,0.22,0.08,360,0,2024-12-29T08:30:08.647462Z,0,0,0,1,100.0,-0.3,192,12.4,28154,p215413,,0.0,True,0.1,0,,5,0,408,1,0.44,0,1.4,0,0,0,0.71,394,0,67,163,422,,False,0,241.0,210,-5,0.0,100.0,417,9,55.4,Dewsbury-Hall,,0,199,0.08,113,194,421,195,0.2,0,0.16,0.22,a,21.0
168,Enzo Fernández,47,MID,Chelsea,129,1.2,36.74,4.6,2023-01-31,1815059,37,0.0,2763,214,27.4,0,1.21,0,1072.1,95,8,808,0,2001-01-17,30,0,0,6.21,0.2,4,0,2025-01-17T15:00:07.174073Z,0,8,0,11,100.0,4.1,28,230.3,1592833,p448047,3.0,0.26,True,4.0,0,3.0,3,2,62,8,12.30,1,3.8,8,0,0,0.98,60,0,675,30,37,4.0,False,0,10.0,39,-3,1.0,100.0,43,2629,739.6,Enzo,,0,4,0.2,331,14,11,8,4.6,6,0.4,6.09,a,489.0
169,Conor Gallagher,59,MID,Chelsea,0,0.0,0.00,0.0,,1567,0,0.0,0,54,0.0,0,0.0,0,0.0,436,344,1,0,,0,0,0,0.00,0.0,796,0,2024-08-22T11:20:34.236891Z,0,0,0,0,0.0,0.0,344,0.0,72824,p232787,,0.0,False,0.1,0,,1,0,795,0,0.00,0,0.0,0,0,0,0.0,795,0,0,153,796,,False,0,,343,-1,0.0,0.0,785,0,0.0,Gallagher,Transferred to Atletico Madrid,0,344,0.0,83,339,796,344,0.0,0,0.0,0.00,u,0.0
170,Alfie Gilchrist,40,DEF,Chelsea,0,0.0,0.00,0.0,,0,0,0.0,0,193,0.0,0,0.0,0,0.0,629,217,2,0,,0,0,0,0.00,0.0,604,0,2024-08-09T11:15:16.064928Z,0,0,0,0,0.0,0.0,217,0.0,7614,p514280,,0.0,False,0.0,0,,0,0,625,0,0.00,0,0.0,0,0,0,0.0,566,0,0,217,617,,False,0,,206,0,0.0,0.0,501,0,0.0,Gilchrist,Has joined Sheffield United on a season-long,0,215,0.0,682,176,617,217,0.0,0,0.0,0.00,u,0.0
171,Malo Gusto,49,DEF,Chelsea,58,1.31,26.82,0.8,2023-01-28,365939,26,0.0,1840,32,11.8,0,1.27,0,378.4,169,49,149,0,2003-05-19,19,0,0,1.44,0.09,98,0,2025-04-21T04:30:07.650673Z,0,4,0,2,100.0,0.3,100,85.1,560430,p482609,,0.2,True,1.4,0,,1,0,308,1,3.31,1,1.9,4,0,0,0.93,211,0,276,66,212,,False,0,73.0,49,-1,0.2,100.0,310,127,324.4,Gusto,,0,18,0.07,268,93,169,74,0.8,0,0.16,1.87,a,147.0
172,Reece James,48,DEF,Chelsea,38,1.48,14.45,0.8,2019-05-15,275197,14,0.0,877,37,7.9,0,1.44,0,181.7,218,97,376,0,1999-12-08,10,0,0,0.39,0.09,213,0,2024-11-21T14:00:08.020459Z,0,1,0,4,100.0,0.3,83,39.0,205008,p225796,2.0,0.1,True,0.9,0,2.0,2,1,254,1,1.29,1,2.2,1,0,0,1.03,335,0,167,84,328,,False,0,241.0,111,-2,0.2,100.0,308,228,161.8,James,,0,51,0.04,301,92,310,122,0.8,1,0.13,0.90,a,45.0
173,Omari Kellyman,43,MID,Chelsea,0,0.0,0.00,0.0,2024-06-29,15675,0,0.0,0,345,0.0,0,0.0,0,0.0,509,254,18,0,2005-09-15,0,0,0,0.00,0.0,659,0,2024-09-08T23:00:06.668188Z,0,0,0,0,0.0,0.0,257,0.0,14231,p549068,,0.0,True,0.1,0,,2,0,672,0,0.00,0,0.0,0,0,0,0.0,630,0,0,184,665,,False,0,241.0,244,-2,0.0,0.0,576,12,0.0,Kellyman,Hamstring injury - Expected back 01 Jun,0,255,0.0,595,201,665,254,0.0,0,0.0,0.00,i,0.0
174,Roméo Lavia,45,MID,Chelsea,24,1.66,13.95,1.6,2023-08-18,190488,11,0.0,755,270,5.3,0,1.31,0,114.9,282,187,8,0,2004-01-06,11,0,0,0.18,0.05,269,0,2025-04-04T12:00:08.637574Z,0,3,0,0,100.0,1.1,160,23.0,265073,p514356,,0.36,True,0.4,0,,0,0,345,1,0.56,2,1.7,4,0,0,1.31,452,0,118,86,373,,False,0,21.0,231,0,0.4,100.0,228,29,108.0,Lavia,,0,165,0.02,430,96,377,175,1.6,0,0.07,0.38,a,5.0
175,Romelu Lukaku Bolingoli,63,FWD,Chelsea,0,0.0,0.00,0.0,,8049,0,0.0,0,22,0.0,0,0.0,0,0.0,379,85,3,0,,0,0,0,0.00,0.0,797,0,2024-08-30T10:21:53.872158Z,0,0,0,0,0.0,0.0,85,0.0,61750,p66749,,0.0,False,0.2,0,,2,0,796,0,0.00,0,0.0,0,0,0,0.0,797,0,0,60,797,,False,0,,85,-2,0.0,0.0,792,0,0.0,Lukaku,Permanent transfer to Napoli,0,85,0.0,53,83,797,85,0.0,0,0.0,0.00,u,0.0
176,Malang Sarr,45,DEF,Chelsea,0,0.0,0.00,0.0,,0,0,0.0,0,59,0.0,0,0.0,0,0.0,776,260,0,0,,0,0,0,0.00,0.0,684,0,2024-07-29T09:46:25.583703Z,0,0,0,0,0.0,0.0,259,0.0,457,p204727,,0.0,False,0.0,0,,0,0,693,0,0.00,0,0.0,0,0,0,0.0,664,0,0,262,688,,False,0,,257,0,0.0,0.0,615,0,0.0,M.Sarr,Permanent move to RC Lens,0,259,0.0,375,245,688,260,0.0,0,0.0,0.00,u,0.0
177,Noni Madueke,60,MID,Chelsea,114,1.4,28.85,2.4,2023-01-20,2483059,28,0.0,1853,52,19.0,0,1.36,0,439.0,106,23,153,0,2002-03-10,25,0,0,9.09,0.13,83,0,2025-02-15T16:00:09.076234Z,0,4,0,12,100.0,1.9,30,187.6,2372841,p248857,,0.19,True,3.1,0,,5,1,68,5,11.76,1,3.8,3,0,0,1.21,12,0,410,33,142,3.0,False,0,241.0,6,-5,0.4,100.0,148,332,467.6,Madueke,,0,64,0.44,80,65,30,54,2.4,7,0.57,2.67,a,968.0
178,Marc Guiu Paz,47,FWD,Chelsea,3,1.85,1.46,0.0,2024-07-01,113517,2,0.0,71,63,0.6,0,2.54,0,11.8,269,55,25,0,2006-01-04,0,0,0,0.00,0.03,446,0,2025-02-07T16:30:07.359889Z,0,0,0,0,75.0,-0.4,57,2.2,161332,p499309,,0.0,True,0.4,0,,3,0,506,0,0.02,0,1.0,0,0,0,0.0,448,0,11,45,517,,False,0,200.0,56,-3,0.0,75.0,715,17,4.4,Marc Guiu,Lack of match fitness - 75% chance of playing,0,50,0.0,341,66,503,53,0.0,0,0.03,0.02,d,6.0
179,Mykhailo Mudryk,61,MID,Chelsea,7,2.04,3.28,0.0,2023-01-15,18744,2,0.0,145,46,1.1,0,1.24,0,31.5,378,211,10,0,2001-01-05,1,0,0,0.24,0.41,393,0,2024-12-06T15:30:07.786308Z,0,0,0,0,0.0,0.0,243,8.5,43914,p465920,,0.0,True,0.2,0,,4,0,519,0,0.90,0,1.0,0,0,0,0.62,362,0,26,122,469,,False,0,225.0,196,-4,0.0,0.0,787,8,23.2,Mudryk,Suspended - unknown return date,0,209,0.15,74,341,442,217,0.0,0,0.56,0.66,s,31.0
180,Nicolas Jackson,77,FWD,Chelsea,121,1.16,28.57,2.2,2023-07-01,5371514,24,0.0,2220,5,15.7,0,0.97,0,367.0,55,8,2624,0,2001-06-20,28,0,0,11.68,0.08,102,0,2025-02-10T09:30:07.129820Z,0,11,0,17,100.0,1.7,14,187.4,5092042,p517052,,0.45,True,6.6,0,,-2,2,49,6,13.58,-2,4.0,7,0,0,1.14,11,0,417,10,107,,False,1,189.0,6,2,0.3,100.0,171,2011,546.4,N.Jackson,,0,6,0.47,15,18,31,11,2.2,10,0.55,1.90,a,972.0
181,Christopher Nkunku,57,MID,Chelsea,60,1.62,16.25,0.2,2023-07-01,423067,16,0.0,904,61,10.5,0,1.59,0,204.9,142,101,211,0,1997-11-14,9,0,0,5.11,0.1,195,0,2025-05-01T00:30:08.054121Z,0,2,0,5,25.0,-0.1,111,77.1,1765593,p213198,,0.2,True,2.0,0,,8,2,261,2,6.12,0,2.2,2,0,0,0.9,93,0,190,48,272,2.0,False,0,73.0,62,-8,0.0,25.0,419,2,230.2,Nkunku,Knock - 25% chance of playing,0,131,0.51,95,195,195,124,0.1,3,0.61,1.01,d,339.0
182,Cole Palmer,105,MID,Chelsea,209,1.27,42.56,4.2,2023-09-01,7328971,41,0.0,3013,2,19.9,0,1.22,1,1185.3,5,2,3893,0,2002-05-06,34,0,0,16.66,0.26,2,0,2025-03-16T23:00:06.860890Z,0,8,0,35,100.0,3.7,3,320.8,7765712,p244851,1.0,0.24,True,34.0,0,1.0,0,6,5,10,25.45,2,6.0,6,0,0,1.02,7,0,920,3,5,1.0,True,0,241.0,3,0,0.4,100.0,55,6817,1027.2,Palmer,,0,2,0.5,3,21,2,3,4.2,15,0.76,8.79,a,995.0
183,Đorđe Petrović,44,GKP,Chelsea,0,0.0,0.00,0.0,,2753,0,0.0,0,24,0.0,0,0.0,0,0.0,407,81,4,0,,0,0,0,0.00,0.0,667,0,2024-08-31T06:26:07.653045Z,0,0,0,0,0.0,0.0,81,0.0,64937,p457569,,0.0,False,0.1,0,,1,0,678,0,0.00,0,0.0,0,0,0,0.0,642,0,0,55,671,,False,0,,64,-1,0.0,0.0,592,0,0.0,Petrović,Loaned to Strasbourg,0,78,0.0,528,80,671,81,0.0,0,0.0,0.00,u,0.0
184,Renato Palma Veiga,44,MID,Chelsea,7,1.62,3.17,0.0,2024-07-12,41967,2,0.0,176,327,1.6,0,1.02,0,9.2,455,220,1,0,,1,0,0,0.16,0.08,462,0,2025-01-30T11:39:46.371988Z,0,1,0,0,0.0,0.0,216,5.9,45820,p551230,,0.51,False,0.1,0,,1,0,478,0,0.31,0,1.0,2,0,0,0.51,400,0,22,162,457,,False,0,173.0,211,-1,0.0,0.0,600,0,30.4,Renato Veiga,Loaned to Juventus,0,233,0.08,544,213,467,209,0.0,0,0.16,0.15,u,19.0
185,Robert Sánchez,45,GKP,Chelsea,114,1.24,37.23,3.2,2023-08-05,2359365,34,3.07,2700,18,25.3,0,1.13,0,20.0,58,12,608,0,1997-11-18,30,0,1,0.00,0.0,421,0,2025-05-01T00:30:08.074171Z,92,8,0,11,100.0,2.7,11,71.5,2078203,p215059,,0.27,True,6.2,0,,0,2,61,0,0.03,2,3.8,5,0,0,1.0,667,0,424,11,47,,False,0,200.0,69,0,0.7,100.0,92,487,695.4,Sánchez,,0,5,0.0,378,10,209,12,3.2,0,0.0,0.03,a,0.0
187,Tosin Adarabioyo,42,DEF,Chelsea,57,1.32,17.98,0.2,2024-07-01,100422,14,0.0,1223,142,13.6,0,1.03,0,47.3,295,90,157,0,1997-09-24,13,0,0,0.90,0.02,361,0,,0,5,0,4,,-0.3,40,44.8,91532,p109646,,0.37,True,0.4,0,,3,0,150,1,1.12,0,2.9,3,0,0,0.96,278,0,244,112,226,,False,0,241.0,83,-3,0.0,,390,18,309.8,Tosin,,0,122,0.07,607,123,295,84,0.2,1,0.09,0.22,a,88.0
189,Wesley Fofana,43,DEF,Chelsea,26,1.13,14.76,0.0,2022-08-31,86617,13,0.0,1172,129,6.0,0,1.0,0,85.0,333,115,7,0,2000-12-17,14,0,0,0.44,0.01,307,0,2025-04-04T12:00:08.691373Z,0,2,0,2,0.0,0.0,97,31.9,109585,p444463,,0.15,True,0.2,0,,2,0,303,0,0.62,0,1.9,7,0,0,1.08,355,0,162,127,295,,False,0,73.0,117,-2,0.0,0.0,570,3,200.2,W.Fofana,Muscle injury - Expected back 01 Jun,0,93,0.03,582,229,344,107,0.0,0,0.04,0.18,i,33.0
386,Jadon Sancho,62,MID,Chelsea,83,1.22,23.02,1.8,2024-08-30,512257,24,0.0,1693,32,13.4,0,1.28,0,496.1,216,61,425,0,2000-03-25,18,0,0,2.13,0.16,72,0,2025-05-10T17:30:07.594481Z,0,6,0,3,0.0,1.3,75,123.0,494954,p209243,,0.32,True,0.9,0,,3,0,173,5,5.21,1,2.8,2,0,0,0.96,70,0,360,69,210,,False,0,241.0,45,-3,0.3,100.0,209,35,325.6,Sancho,Ineligible to face his parent club on 16/5. - Expected back 25 May,0,57,0.11,58,92,98,94,0.0,3,0.27,3.08,n,410.0
560,Pedro Lomba Neto,61,MID,Chelsea,95,1.17,27.27,4.6,2024-08-11,551550,25,0.0,2095,44,15.6,0,1.07,0,721.5,174,39,423,0,2000-03-09,22,0,0,3.15,0.19,28,0,2024-12-09T09:30:06.764738Z,0,6,0,9,100.0,4.1,70,168.8,547886,p247632,,0.26,True,1.3,0,4.0,4,1,159,5,7.55,2,2.9,8,0,0,0.95,58,0,412,57,145,,False,0,173.0,37,-4,0.8,100.0,46,1011,467.0,Neto,,0,24,0.14,72,17,54,55,4.6,4,0.33,4.40,a,499.0
575,Caleb Wiley,40,DEF,Chelsea,0,0.0,0.00,0.0,,0,0,0.0,0,185,0.0,0,0.0,0,0.0,675,211,1,0,,0,0,0,0.00,0.0,597,0,2024-08-13T07:07:06.645739Z,0,0,0,0,0.0,0.0,211,0.0,3947,p488464,,0.0,False,0.0,0,,0,0,618,0,0.00,0,0.0,0,0,0,0.0,558,0,0,229,610,,False,0,,199,0,0.0,0.0,493,0,0.0,Wiley,Loaned to Strasbourg,0,209,0.0,673,169,610,211,0.0,0,0.0,0.00,u,0.0
